n_components,accuracy
2,0.84126984126984128
4,0.79365079365079361
6,0.60317460317460314
8,0.84126984126984128
10,0.73015873015873012
12,0.80952380952380953
14,0.80952380952380953
16,0.82539682539682535
18,0.82539682539682535
20,0.63492063492063489
22,0.63492063492063489
24,0.58730158730158732
26,0.76190476190476186
28,0.7142857142857143
30,0.74603174603174605
32,0.63492063492063489
34,0.73015873015873012
36,0.7142857142857143
38,0.7142857142857143
40,0.74603174603174605
42,0.65079365079365081
44,0.73015873015873012
46,0.66666666666666663
48,0.69841269841269837
50,0.76190476190476186
52,0.66666666666666663
54,0.69841269841269837
56,0.69841269841269837
58,0.69841269841269837
60,0.79365079365079361
62,0.69841269841269837
64,0.73015873015873012
66,0.79365079365079361
68,0.69841269841269837
70,0.68253968253968256
72,0.65079365079365081
74,0.74603174603174605
76,0.73015873015873012
78,0.69841269841269837
80,0.69841269841269837
82,0.66666666666666663
84,0.66666666666666663
86,0.66666666666666663
88,0.68253968253968256
90,0.65079365079365081
92,0.68253968253968256
94,0.73015873015873012
96,0.65079365079365081
98,0.69841269841269837
